pmid,title,year,doi,cited_by_count,abstract,cluster,cluster_label,cluster_name,study_design
,Distinct extracellular-matrix remodeling events precede symptoms of inflammation,2021,10.1016/j.matbio.2020.11.001,0,,14,"network, cell, human, rna, remodeling",,Other
,Artificial intelligence-based image classification methods for diagnosis of skin cancer: Challenges and opportunities,2020,10.1016/j.compbiomed.2020.104065,0,,16,"based, image, diagnosis, images, learning",,Other
,Artificial intelligence in image reconstruction: The change is here,2020,10.1016/j.ejmp.2020.11.012,0,,17,"convolutional, neural, based, network, using",,Other
,Machine learning algorithm for early detection of end-stage renal disease,2020,10.1186/s12882-020-02093-0,0,,16,"based, image, diagnosis, images, learning",,Other
,Prospectively Assigned AAST Grade versus Modified Hinchey Class and Acute Diverticulitis Outcomes,2021,10.1016/j.jss.2020.10.016,0,,18,"learning, machine, prediction, patients, mortality",,Other
,A deep community based approach for large scale content based X-ray image retrieval,2021,10.1016/j.media.2020.101847,0,,21,"learning, deep, using, covid, 19",,Other
,Machine learning approaches classify clinical malaria outcomes based on haematological parameters,2020,10.1186/s12916-020-01823-3,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Deep learning with attention supervision for automated motion artefact detection in quality control of cardiac T1-mapping,2020,10.1016/j.artmed.2020.101955,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,Autoencoded DNA methylation data to predict breast cancer recurrence: Machine learning models and gene-weight significance,2020,10.1016/j.artmed.2020.101976,0,,15,"cancer, analysis, genes, learning, machine",,Other
,A Machine Learning decision-making tool for extubation in Intensive Care Unit patients,2021,10.1016/j.cmpb.2020.105869,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Evaluation of Deep Learning to Augment Image-Guided Radiotherapy for Head and Neck and Prostate Cancers,2020,10.1001/jamanetworkopen.2020.27426,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Transcriptional insights into pathogenesis of cutaneous systemic sclerosis using pathway driven meta-analysis assisted by machine learning methods,2020,10.1371/journal.pone.0242863,0,,15,"cancer, analysis, genes, learning, machine",,Review Paper
,Meloxicam methyl group determines enzyme specificity for thiazole bioactivation compared to sudoxicam,2021,10.1016/j.toxlet.2020.11.015,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,Clinical Features for Identifying the Possibility of Toileting Independence after Convalescent Inpatient Rehabilitation in Severe Stroke Patients: A Decision Tree Analysis Based on a Nationwide Japan Rehabilitation Database,2021,10.1016/j.jstrokecerebrovasdis.2020.105483,0,,19,"learning, machine, clinical, based, patients",,Other
,[Analysis of related factors between sudden sensorineural hearing loss and serum indices base on artificial intelligence and big data],2020,10.13201/j.issn.2096-7993.2020.11.004,0,,9,"data, big, healthcare, care, digital",,Other
,Comparison of Convolutional Neural Network Architectures and their Influence on Patient Classification Tasks Relating to Altered Mental Status,2020,10.1109/bibm49941.2020.9313156,0,,11,"disease, using, alzheimer, network, deep",,Other
,Shifting the Paradigm: The Dress-COV Telegram Bot as a Tool for Participatory Medicine,2020,10.3390/ijerph17238786,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Explainability for artificial intelligence in healthcare: a multidisciplinary perspective,2020,10.1186/s12911-020-01332-6,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,Fully‑automated deep‑learning segmentation of pediatric cardiovascular magnetic resonance of patients with complex congenital heart diseases,2020,10.1186/s12968-020-00678-0,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,Association of exosomal microRNAs in human ovarian follicular fluid with oocyte quality,2021,10.1016/j.bbrc.2020.11.058,0,,14,"network, cell, human, rna, remodeling",,Other
,An Enhanced Random Forests Approach to Predict Heart Failure From Small Imbalanced Gene Expression Data,2021,10.1109/tcbb.2020.3041527,0,,6,"based, heart, failure, recognition, fusion",,Other
,Interpretable deep learning systems for multi-class segmentation and classification of non-melanoma skin cancer,2021,10.1016/j.media.2020.101915,0,,21,"learning, deep, using, covid, 19",,Other
,"Development of a ""meta-model"" to address missing data, predict patient-specific cancer survival and provide a foundation for clinical decision support",2021,10.1093/jamia/ocaa254,0,,19,"learning, machine, clinical, based, patients",,Other
,AAPM Task Group 264: The safe clinical implementation of MLC tracking in radiotherapy,2021,10.1002/mp.14625,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Secretome Analysis of Inductive Signals for BM-MSC Transdifferentiation into Salivary Gland Progenitors,2020,10.3390/ijms21239055,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Development of machine learning models to predict RT-PCR results for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in patients with influenza-like symptoms using only basic clinical data,2020,10.1186/s13049-020-00808-8,0,,18,"learning, machine, prediction, patients, mortality",,Other
,A highly heterogeneous mutational pattern in POEMS syndrome,2021,10.1038/s41375-020-01101-4,0,,10,"analysis, covid, 19, genes, based",,Other
,The Human Phenotype Ontology in 2021,2021,10.1093/nar/gkaa1043,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,"Multicentre, deep learning, synthetic-CT generation for ano-rectal MR-only radiotherapy treatment planning",2021,10.1016/j.radonc.2020.11.027,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Deep learning prediction of proton and photon dose distributions for paediatric abdominal tumours,2021,10.1016/j.radonc.2020.11.026,0,,20,"deep, learning, segmentation, risk, based",,Other
,How does Radiomics actually work? - Review,2021,10.1055/a-1293-8953,0,,2,"radiomics, radiogenomics, review, lung, cancer",Probabilistic Diagnostic Reasoning,Other
,Machine Learning Identifies Robust Matrisome Markers and Regulatory Mechanisms in Cancer,2020,10.3390/ijms21228837,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Review and Analysis of Massively Registered Clinical Trials of COVID-19 using the Text Mining Approach,2021,10.2174/1574887115666201202110919,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Trial (Unspecified)
,Cognitive biomarker prioritization in Alzheimer's Disease using brain morphometric data,2020,10.1186/s12911-020-01339-z,0,,11,"disease, using, alzheimer, network, deep",,Other
