PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"41283980","Artificial intelligence-based decision support systems and their role in vascular surgery and clinical practice","Ayyalasomayajula V, Veen KM, Wolterink JM, Smit N, Jessen R, Ploem C, Yeung KK.","J Cardiovasc Surg (Torino). 2025 Dec;66(6):489-506. doi: 10.23736/S0021-9509.25.13491-5. Epub 2025 Nov 24.","Ayyalasomayajula V","J Cardiovasc Surg (Torino)","2025","2025/11/24","","","10.23736/S0021-9509.25.13491-5"
"41283978","Artificial intelligence in the diagnosis of acute deep vein thrombosis","Yfantis A, Avgerinos ED.","J Cardiovasc Surg (Torino). 2025 Dec;66(6):475-481. doi: 10.23736/S0021-9509.25.13471-X. Epub 2025 Nov 24.","Yfantis A","J Cardiovasc Surg (Torino)","2025","2025/11/24","","","10.23736/S0021-9509.25.13471-X"
"41278165","Artificial intelligence in contrast enhanced ultrasound: A new era for liver lesion assessment","Ciocalteu A, Urhut CM, Streba CT, Kamal A, Mamuleanu M, Sandulescu LD.","World J Gastroenterol. 2025 Nov 14;31(42):112196. doi: 10.3748/wjg.v31.i42.112196.","Ciocalteu A","World J Gastroenterol","2025","2025/11/24","PMC12635717","","10.3748/wjg.v31.i42.112196"
"41278160","Could artificial intelligence-powered colonoscopies change the future of colorectal cancer screening?","Mănuc M, Duței CA, Mănuc TE, Chifulescu AE, Grama FA.","World J Gastroenterol. 2025 Nov 14;31(42):111291. doi: 10.3748/wjg.v31.i42.111291.","Mănuc M","World J Gastroenterol","2025","2025/11/24","PMC12635752","","10.3748/wjg.v31.i42.111291"
"41277106","From genomics to clinic: the transformative impact of AI in pharmacogenomics and personalized medicine","Jakka AL, Chacko RM, Vasam M, Alagarsamy S, Chandragiri SS, Gavini SD, Mathew MJ.","Pharmacogenomics. 2025 Sep-Oct;26(13-14):573-585. doi: 10.1080/14622416.2025.2591596. Epub 2025 Nov 23.","Jakka AL","Pharmacogenomics","2025","2025/11/24","PMC12667683","","10.1080/14622416.2025.2591596"
"41276980","Computational Approaches to Neurological Disorder Diagnosis: An In-Depth Review of Current Methods and Future Prospects","Patel K, Sarathamani T, Kothandasamy K, Sethy PK, Behera SK, Nanthaamornphong A.","Curr Med Imaging. 2026;22:e15734056404224. doi: 10.2174/0115734056404224251026110800.","Patel K","Curr Med Imaging","2026","2025/11/24","","","10.2174/0115734056404224251026110800"
"41275528","The rechallenge benefit score: A clinical decision tool for patients progressing after immunotherapy","Plazy C, Boussena M, Nguyen Phuong L, Assié JB, Grolleau E, Gounant V, Decroisette C, Dansin E, Daniel C, Leprieur EG, Planchard D, Riudavets M, Canellas A, Oulkhouir Y, Pérol M, Toffart AC, Benzekry S, Gobbini E.","Eur J Cancer. 2026 Jan;232:116115. doi: 10.1016/j.ejca.2025.116115. Epub 2025 Nov 15.","Plazy C","Eur J Cancer","2026","2025/11/23","","","10.1016/j.ejca.2025.116115"
"41274766","Artificial Intelligence and Radiogenomics for Pediatric CNS Neoplasms","Tortora M, Ayres A, Ferraciolli SF.","Neuroimaging Clin N Am. 2026 Feb;36(1):185-196. doi: 10.1016/j.nic.2025.09.003. Epub 2025 Oct 21.","Tortora M","Neuroimaging Clin N Am","2026","2025/11/22","","","10.1016/j.nic.2025.09.003"
"41274680","Deep learning approaches for pathological image classification","Tsuneki M.","J Oral Biosci. 2025 Dec;67(4):100696. doi: 10.1016/j.job.2025.100696. Epub 2025 Sep 8.","Tsuneki M","J Oral Biosci","2025","2025/11/22","","","10.1016/j.job.2025.100696"
"41274526","Guiding artificial intelligence in public health and medicine with epidemiology: A lifecycle framework for mitigating AI misalignment","Hassoon A, Lin C, Woo HYJ, Irimia R, Marsteller JA, Li A, Banderia A, Leo H, Peng X, Rastall D, Dredze M.","Ann Epidemiol. 2025 Dec;112:119-126. doi: 10.1016/j.annepidem.2025.11.004. Epub 2025 Nov 20.","Hassoon A","Ann Epidemiol","2025","2025/11/22","","","10.1016/j.annepidem.2025.11.004"
"41274285","Multi-center benchmarking of large language models for clinical decision support in lung cancer screening","Duan Z, Huang X, Lu R, Xu W, Liu H, Geng Y, Takahashi N, Wu Y, Wang Q, Song Y, Xu H, Tang H, Lan F, Eils R, Tan L.","Cell Rep Med. 2025 Dec 16;6(12):102465. doi: 10.1016/j.xcrm.2025.102465. Epub 2025 Nov 21.","Duan Z","Cell Rep Med","2025","2025/11/22","PMC12765833","","10.1016/j.xcrm.2025.102465"
"41273687","Comparative Genomic Hybridization (CGH) in Genotoxicology: From the Basics to Modern Approaches","Nisar N, Baumgartner A.","Methods Mol Biol. 2026;2986:247-277. doi: 10.1007/978-1-0716-4976-3_12.","Nisar N","Methods Mol Biol","2026","2025/11/22","","","10.1007/978-1-0716-4976-3_12"
"41271260","Artificial Intelligence for Simplified Patient-centered Dosimetry in Radiopharmaceutical Therapies","Montes AL, Yousefirizi F, Chen Y, Salimi Y, Seifert R, Afshar-Oromieh A, Uribe C, Rominger A, Zaidi H, Rahmim A, Shi K.","PET Clin. 2026 Jan;21(1):73-88. doi: 10.1016/j.cpet.2025.09.010.","Montes AL","PET Clin","2026","2025/11/21","","","10.1016/j.cpet.2025.09.010"
"41271122","From sample to clinical insight: a review of exome sequencing in disease diagnostics","Manjunath GK, Verma RK, Berua A, Mahalingam S, Dakal TC, Kumar A.","Methods. 2026 Feb;246:12-33. doi: 10.1016/j.ymeth.2025.11.007. Epub 2025 Nov 19.","Manjunath GK","Methods","2026","2025/11/21","","","10.1016/j.ymeth.2025.11.007"
"41270791","Computational Analyses and Challenges of Single-cell ATAC-seq","Wang C, Zhou J, Zhang H, Zhuang Z, Bai G, Tang M, Liu S, Liu T.","Genomics Proteomics Bioinformatics. 2025 Dec 22;23(6):qzaf115. doi: 10.1093/gpbjnl/qzaf115.","Wang C","Genomics Proteomics Bioinformatics","2025","2025/11/21","PMC12753137","","10.1093/gpbjnl/qzaf115"
"41270755","Challenges and opportunities in the network medicine of complex diseases","d'Andrea V, Loscalzo J, De Domenico M.","Med. 2026 Feb 13;7(2):100920. doi: 10.1016/j.medj.2025.100920. Epub 2025 Nov 20.","d'Andrea V","Med","2026","2025/11/21","","","10.1016/j.medj.2025.100920"
"41269543","Machine learning pipeline for automated segmentation and classification of complicated cystic renal masses on MRI: comparison with radiologists' assessments","Kang H, Elham E, Wang Z, Li C, Wen X, Yi S, Ding X, Guo H, Cui M, Bai X, Zhao J, Li L, Jia C, Huang Q, Yang D, Wang H, Guo H, Xue J, Wang H.","Jpn J Radiol. 2026 Mar;44(3):560-571. doi: 10.1007/s11604-025-01912-4. Epub 2025 Nov 21.","Kang H","Jpn J Radiol","2026","2025/11/21","","","10.1007/s11604-025-01912-4"
"41269529","Multi-omics strategies for biomarker discovery and application in personalized oncology","Jiang Z, Zhang H, Gao Y, Sun Y.","Mol Biomed. 2025 Nov 21;6(1):115. doi: 10.1186/s43556-025-00340-0.","Jiang Z","Mol Biomed","2025","2025/11/21","PMC12638490","","10.1186/s43556-025-00340-0"
"41268765","A comprehensive overview of yeast libraries and their role in advancing cell biology","Baruch D, Schuldiner M, Klein O.","FEBS J. 2026 Feb;293(3):625-647. doi: 10.1111/febs.70325. Epub 2025 Nov 21.","Baruch D","FEBS J","2026","2025/11/21","PMC12871909","","10.1111/febs.70325"
"41266662","AI-driven multi-omics integration in precision oncology: bridging the data deluge to clinical decisions","Hsu CY, Askar S, Alshkarchy SS, Nayak PP, Attabi KAL, Khan MA, Mayan JA, Sharma MK, Islomov S, Soleimani Samarkhazan H.","Clin Exp Med. 2025 Nov 21;26(1):29. doi: 10.1007/s10238-025-01965-9.","Hsu CY","Clin Exp Med","2025","2025/11/20","PMC12634751","","10.1007/s10238-025-01965-9"
"41265982","Multiomics Insights into Epigenetic Mechanisms and Their Role as Biomarkers for Acute Coronary Syndrome","D'Agostino A, Rosalinda M, Salvatore M, Monica F.","Heart Fail Clin. 2026 Jan;22(1):1-13. doi: 10.1016/j.hfc.2025.08.007. Epub 2025 Oct 14.","D'Agostino A","Heart Fail Clin","2026","2025/11/20","","","10.1016/j.hfc.2025.08.007"
"41265377","Metabolomics and lipidomics predictor of survival in hepatocellular carcinoma patients receiving tyrosine kinase inhibitor and immune checkpoint inhibitor combination therapy","Guan S, Yuan G, Xian T, Chen Y, Li R, Zhang G, Chan S, Fang JH, Huang M, Bi H, Chen J.","Drug Metab Dispos. 2025 Dec;53(12):100192. doi: 10.1016/j.dmd.2025.100192. Epub 2025 Oct 29.","Guan S","Drug Metab Dispos","2025","2025/11/20","","","10.1016/j.dmd.2025.100192"
"41265027","Advances in artificial intelligence-based radiogenomics for lung cancer precision medicine","Sun Y, Guo X, Liu X, Liu H, Wang X.","Prog Biomed Eng (Bristol). 2025 Dec 1;8(1). doi: 10.1088/2516-1091/ae224a.","Sun Y","Prog Biomed Eng (Bristol)","2025","2025/11/20","","","10.1088/2516-1091/ae224a"
"41264800","Artificial intelligence for skin lesion classification and diagnosis in dermatology: A narrative review","Ramos Chaparro PA, Hernández Rincón EH, Melo Sierra N, Osorio Betancourt GA, Díaz Quijano DM, Barbosa Ardila SD, Rolón Cadena M, Rueda Rodríguez A.","Medwave. 2025 Nov 20;25(10):e3120. doi: 10.5867/medwave.2025.10.3120.","Ramos Chaparro PA","Medwave","2025","2025/11/20","","","10.5867/medwave.2025.10.3120"
"41264795","Artificial Intelligence Enhanced Analysis of Coronary CT Angiography to Facilitate Chronic Total Occlusion Percutaneous Coronary Intervention","Sandoval Y, Carvalho P, Cheng V, Cavalcante J, Azzalini L, Jalli S, Alexandrou M, Mutlu D, Strepkos D, Kladou E, Rangan BV, Burke MN, Lesser J, Brilakis ES.","Catheter Cardiovasc Interv. 2026 Jan;107(1):395-406. doi: 10.1002/ccd.70312. Epub 2025 Nov 20.","Sandoval Y","Catheter Cardiovasc Interv","2026","2025/11/20","","","10.1002/ccd.70312"
"41264457","The Pathway-Informed Deep Learning Models in Cancer Research: A Survey","Zhou L, Xu D, Zhu F, Jin J, Zhao Z, Li J.","IEEE Trans Comput Biol Bioinform. 2026 Jan-Feb;23(1):134-150. doi: 10.1109/TCBBIO.2025.3635014.","Zhou L","IEEE Trans Comput Biol Bioinform","2026","2025/11/20","","","10.1109/TCBBIO.2025.3635014"
"41262693","Patterns of discussion on neuroticism and self-management behaviors in type 2 diabetes: a scoping review using machine learning-assisted text mining","Sun W, Xie D, Zhang M, Hou W, Wang Z, Wang C, Xu G, Yang H.","Front Public Health. 2025 Nov 4;13:1708967. doi: 10.3389/fpubh.2025.1708967. eCollection 2025.","Sun W","Front Public Health","2025","2025/11/20","PMC12623199","","10.3389/fpubh.2025.1708967"
"41261582","Tripartite strategy for dual reduction of radiation and iodine dose in obese CCTA: High-iodine contrast, 80 kVp, and deep learning reconstruction","Zhang Q, Sheng A, Ren H, Wang K.","Medicine (Baltimore). 2025 Oct 31;104(44):e45725. doi: 10.1097/MD.0000000000045725.","Zhang Q","Medicine (Baltimore)","2025","2025/11/20","PMC12582828","","10.1097/MD.0000000000045725"
"41260788","TCM network pharmacology: new perspective integrating network target with artificial intelligence and multi-modal multi-omics technologies","Wang Z, Zhang T, Wang B, Li S.","Chin J Nat Med. 2025 Nov;23(11):1425-1434. doi: 10.1016/S1875-5364(25)60986-1.","Wang Z","Chin J Nat Med","2025","2025/11/19","","","10.1016/S1875-5364(25)60986-1"
"41260781","Artificial intelligence in traditional Chinese medicine: from systems biological mechanism discovery, real-world clinical evidence inference to personalized clinical decision support","Yan D, Zheng Q, Chang K, Hua R, Liu Y, Xue J, Shu Z, Hu Y, Yang P, Wei Y, Lang J, Yu H, Li X, Zhang R, Wang W, Liu B, Zhou X.","Chin J Nat Med. 2025 Nov;23(11):1310-1328. doi: 10.1016/S1875-5364(25)60983-6.","Yan D","Chin J Nat Med","2025","2025/11/19","","","10.1016/S1875-5364(25)60983-6"
"41254255","Diagnostic performance of X-ray-based deep learning models for detecting ankle and foot fractures: a systematic review and meta-analysis","Pahlevan-Fallahy MT, Hosseinzadeh N, Shaker F, Asgari AM, Teymouri Athar MM, Rouzrokh P.","Skeletal Radiol. 2026 Apr;55(4):767-780. doi: 10.1007/s00256-025-05078-y. Epub 2025 Nov 19.","Pahlevan-Fallahy MT","Skeletal Radiol","2026","2025/11/18","","","10.1007/s00256-025-05078-y"
"41253687","Prospective multi-institutional study of library-based adaptive radiotherapy for cervical cancer: Evaluation of plan-of-the-day selection and population analysis","Lebret D, Lafond C, Leseur J, Barateau A, Chan Sock Line D, Peignaux K, Mesgouez-Nebout N, Le Blanc-Onfroy M, Hanzen C, Allouache N, Renard-Oldrini S, Le Tinier F, De Crevoisier R, Simon A.","J Appl Clin Med Phys. 2025 Dec;26(12):e70356. doi: 10.1002/acm2.70356.","Lebret D","J Appl Clin Med Phys","2025","2025/11/18","PMC12626746","","10.1002/acm2.70356"
"41253629","A Novel Instance Segmentation Method for Real-Time Detection of Thyroid Nodules in Ultrasound Videos: A Multi-Center Study","Peng W, Wang R, Zhao J, Shen C, Han J, Li Z, Chen L, Ding X.","Ultrasound Med Biol. 2026 Feb;52(2):328-335. doi: 10.1016/j.ultrasmedbio.2025.09.015. Epub 2025 Nov 17.","Peng W","Ultrasound Med Biol","2026","2025/11/18","","","10.1016/j.ultrasmedbio.2025.09.015"
"41253101","Distributed computing inspired by biology","Függer M, Nowak T, Thuillier K.","Semin Cell Dev Biol. 2025 Nov-Dec;175:103666. doi: 10.1016/j.semcdb.2025.103666. Epub 2025 Nov 17.","Függer M","Semin Cell Dev Biol","2025","2025/11/18","","","10.1016/j.semcdb.2025.103666"
"41252478","Emerging biomarkers in breast cancer: translational and multi-omics perspectives in precision oncology","Yasmin A, Jha R, Passi A, Saha P, Goyal J, Jindal S, Goyal K.","Biomarkers. 2025 Nov;30(7):516-540. doi: 10.1080/1354750X.2025.2591717. Epub 2025 Nov 27.","Yasmin A","Biomarkers","2025","2025/11/18","","","10.1080/1354750X.2025.2591717"
"41252160","Computer-Aided Diagnosis of Colorectal Polyps: Clinical Usefulness and Limitations","Lin KW, Fock KM, Li JW.","Dig Endosc. 2026 Jan;38(1):e70056. doi: 10.1111/den.70056. Epub 2025 Nov 18.","Lin KW","Dig Endosc","2026","2025/11/18","","","10.1111/den.70056"
"41249878","Multi-Omics Integration for Advancing Glioma Precision Medicine","Guarnaccia M, La Cognata V, Gentile G, Morello G, Cavallaro S.","Ann Clin Transl Neurol. 2026 Jan;13(1):4-13. doi: 10.1002/acn3.70249. Epub 2025 Nov 17.","Guarnaccia M","Ann Clin Transl Neurol","2026","2025/11/18","PMC12790168","","10.1002/acn3.70249"
"41248615","Pangenomics combined with artificial intelligence and precision breeding can accelerate crop improvement","Li T, Mohamedikbal S, Bestry M, Batley J, Edwards D.","Curr Opin Plant Biol. 2025 Dec;88:102825. doi: 10.1016/j.pbi.2025.102825. Epub 2025 Nov 16.","Li T","Curr Opin Plant Biol","2025","2025/11/17","","","10.1016/j.pbi.2025.102825"
"41248566","From model based to learned regularization in medical image registration: A comprehensive review","Reithmeir A, Spieker V, Sideri-Lampretsa V, Rueckert D, Schnabel JA, Zimmer VA.","Med Image Anal. 2026 Feb;108:103854. doi: 10.1016/j.media.2025.103854. Epub 2025 Nov 3.","Reithmeir A","Med Image Anal","2026","2025/11/17","","","10.1016/j.media.2025.103854"
"41243204","Emerging Technologies for Investigating Food Consumer Behavior: A Systematic Review","Kechri K, Kleisiari C, Kyrgiakos LS, Vasileiou M, Tosiliani DD, Angelopoulos V, Kleftodimos G, Vlontzos G.","Compr Rev Food Sci Food Saf. 2025 Nov;24(6):e70340. doi: 10.1111/1541-4337.70340.","Kechri K","Compr Rev Food Sci Food Saf","2025","2025/11/17","PMC12620339","","10.1111/1541-4337.70340"
"41242894","Artificial Intelligence-assisted Ultrasound for Developmental Dysplasia of the Hip: Systematic Review and Meta-analysis Across Segmentation, Angle Measurement, and Diagnostic Tasks","Sakar R, Onay A, Mercan ED, Kilicaslan YD.","Acad Radiol. 2026 Mar;33(3):1013-1033. doi: 10.1016/j.acra.2025.10.047. Epub 2025 Nov 15.","Sakar R","Acad Radiol","2026","2025/11/16","","","10.1016/j.acra.2025.10.047"
"41242833","Artificial Intelligence Applications in the Diagnosis and Management of Cirrhosis and Portal Hypertension: A Narrative Review","Khooblall A, Viswanath SE, Khawaja L, Gadani S.","Tech Vasc Interv Radiol. 2025 Dec;28(4):101078. doi: 10.1016/j.tvir.2025.101078. Epub 2025 Oct 1.","Khooblall A","Tech Vasc Interv Radiol","2025","2025/11/16","","","10.1016/j.tvir.2025.101078"
"41242671","Unveiling novel bladder cancer associations from multicentred primary and secondary care electronic health records by machine learning: a case-control study","Wang X, Preston A, Aning J, Zhou SM.","J Biomed Inform. 2025 Dec;172:104959. doi: 10.1016/j.jbi.2025.104959. Epub 2025 Nov 15.","Wang X","J Biomed Inform","2025","2025/11/16","","","10.1016/j.jbi.2025.104959"
"41242318","Observational evaluation of AI-assisted measurements and reporting for enhanced workflow efficiency in leg and foot radiographs","Talabard MP, Durteste M, Hamid A, Vingtrinier G, Quilliet R, Feydy A, Guermazi A, Ventre J, Lassalle L, Regnard NE.","Eur J Radiol. 2026 Jan;194:112516. doi: 10.1016/j.ejrad.2025.112516. Epub 2025 Nov 13.","Talabard MP","Eur J Radiol","2026","2025/11/16","","","10.1016/j.ejrad.2025.112516"
"41240637","Integrated assessment of urban flooding and heat island interactions: A systematic review of geospatial technologies, machine learning approaches, and microclimate dynamics","Imroz M, Akhtar MP, Sharma MK, Alshehri F.","J Environ Manage. 2025 Dec;395:127984. doi: 10.1016/j.jenvman.2025.127984. Epub 2025 Nov 14.","Imroz M","J Environ Manage","2025","2025/11/15","","","10.1016/j.jenvman.2025.127984"
"41240439","Integrating multi-omics data for personalized nutrition using knowledge graphs and graph neural networks: A comprehensive review","Thoniyot S, Balakrishnan V.","Comput Biol Chem. 2026 Feb;120(Pt 1):108772. doi: 10.1016/j.compbiolchem.2025.108772. Epub 2025 Nov 11.","Thoniyot S","Comput Biol Chem","2026","2025/11/15","","","10.1016/j.compbiolchem.2025.108772"
"41238303","Computational approaches for designing viral protease inhibitors","Bonardi A.","Enzymes. 2025;58:59-91. doi: 10.1016/bs.enz.2025.06.005. Epub 2025 Jul 23.","Bonardi A","Enzymes","2025","2025/11/14","","","10.1016/bs.enz.2025.06.005"
"41238090","Glycometabolic cardiac dysfunction in HFpEF: Lessons from multi-omics studies","Longo S, Mollace R, Casagrande V, Bucciarelli L, Martelli E, Menghini R, Fernández-Real JM, Federici M.","Pharmacol Res. 2025 Dec;222:108032. doi: 10.1016/j.phrs.2025.108032. Epub 2025 Nov 12.","Longo S","Pharmacol Res","2025","2025/11/14","","","10.1016/j.phrs.2025.108032"
"41235764","AXIN1, STAMBP, ST1A1, CDCP1, and SIRT2 Validated as Myasthenia Gravis Biomarkers: A Comparative Proteomic Study With MS, CIDP, and Controls","Bhandage AK, Hoffmann S, Dusemund C, Stascheit F, Huang YF, Eriksson N, Gabrysch K, Meisel A, Punga AR.","Eur J Neurol. 2025 Nov;32(11):e70426. doi: 10.1111/ene.70426.","Bhandage AK","Eur J Neurol","2025","2025/11/14","PMC12616642","","10.1111/ene.70426"
"41233108","Unlocking the Potential of Big Data and Artificial Intelligence in Regional Anesthesiology and Acute Pain Medicine","Byrne ML, Cozowicz C, Memtsoudis SG, Mariano ER, Elkassabany NM.","Anesthesiol Clin. 2025 Dec;43(4):785-797. doi: 10.1016/j.anclin.2025.08.003. Epub 2025 Sep 29.","Byrne ML","Anesthesiol Clin","2025","2025/11/13","","","10.1016/j.anclin.2025.08.003"
"41232399","Explainable multimodal fusion for breast carcinoma diagnosis: A systematic review, open problems, and future directions","Hassan MM, Tahsin A, Alam MGR, Alzamil D, Garg S, Uddin MZ, Choudhury N, Fortino G.","Comput Methods Programs Biomed. 2026 Feb 1;274:109152. doi: 10.1016/j.cmpb.2025.109152. Epub 2025 Nov 7.","Hassan MM","Comput Methods Programs Biomed","2026","2025/11/13","","","10.1016/j.cmpb.2025.109152"
"41231537","Microbial Primer: Artificial intelligence for microbiologists","Cao H, de la Fuente-Nunez C.","Microbiology (Reading). 2025 Nov;171(11):001629. doi: 10.1099/mic.0.001629.","Cao H","Microbiology (Reading)","2025","2025/11/13","PMC12614359","","10.1099/mic.0.001629"
"41229200","Recent Advances in Integrating Machine Learning with Omics Approaches in Food Science and Nutrition Research","Xiao X, Fu L, Zhang Z, Tu Z, Shen N, Fan S.","J Agric Food Chem. 2025 Nov 26;73(47):29998-30025. doi: 10.1021/acs.jafc.5c08522. Epub 2025 Nov 12.","Xiao X","J Agric Food Chem","2025","2025/11/13","","","10.1021/acs.jafc.5c08522"
"41226735","Hepatic Zonation in MASLD: Old Question, New Challenge in the Era of Spatial Omics","Paolini E, Longo M, Meroni M, Dongiovanni P.","Int J Mol Sci. 2025 Nov 3;26(21):10701. doi: 10.3390/ijms262110701.","Paolini E","Int J Mol Sci","2025","2025/11/13","PMC12609896","","10.3390/ijms262110701"
"41226407","Advancements in Sonication-Based Extraction Techniques for Ovarian Follicular Fluid Analysis: Implications for Infertility Diagnostics and Assisted Reproductive Technologies","Chicea ED, Chicea R, Teacoe DA, Chicea LM, Radu IA, Chicea D, Moga MA, Tudor V.","Int J Mol Sci. 2025 Oct 24;26(21):10368. doi: 10.3390/ijms262110368.","Chicea ED","Int J Mol Sci","2025","2025/11/13","PMC12610793","","10.3390/ijms262110368"
"41225108","In Silico Analysis of Squamous Cell Carcinoma","Jovičić SM.","Adv Exp Med Biol. 2026;1492:399-423. doi: 10.1007/978-3-032-03176-1_19.","Jovičić SM","Adv Exp Med Biol","2026","2025/11/12","","","10.1007/978-3-032-03176-1_19"
"41222234","Charting the virosphere: computational synergies of AI and bioinformatics in viral discovery and evolution","Sinno A, Baghdadi R, Narch R, El Rayes S, Tokajian S, Al Khoury C.","J Virol. 2025 Dec 23;99(12):e0155425. doi: 10.1128/jvi.01554-25. Epub 2025 Nov 12.","Sinno A","J Virol","2025","2025/11/12","PMC12724264","","10.1128/jvi.01554-25"
"41221565","A comprehensive review on cardiovascular and chronic kidney disease interplay, exploring biomarkers and algorithmic approaches in unraveling organ crosstalk","Kumar P, Pal Y, Singh SD, Tiwari SB.","Indian J Pharmacol. 2025 Nov 1;57(6):371-379. doi: 10.4103/ijp.ijp_66_24. Epub 2025 Oct 12.","Kumar P","Indian J Pharmacol","2025","2025/11/12","PMC12662617","","10.4103/ijp.ijp_66_24"
"41220286","Translating Gut Microbiota into Diagnostics: A Multidimensional Approach for the Diagnosis of Inflammatory Bowel Disease","Lee JY, Yoo JH, Kim JE, Bae JW, Lee CK.","Gut Liver. 2026 Mar 15;20(2):199-212. doi: 10.5009/gnl250360. Epub 2025 Nov 12.","Lee JY","Gut Liver","2026","2025/11/12","PMC12989658","","10.5009/gnl250360"
"41220029","Radiomics and radiogenomics in ovarian cancer: a review with a focus on ultrasound applications","Huang Y, Peng W, Yang H, Liu Z, Zhang T, Jin L, He W, Du M, Chen Z.","Cancer Imaging. 2025 Nov 11;25(1):130. doi: 10.1186/s40644-025-00950-5.","Huang Y","Cancer Imaging","2025","2025/11/11","PMC12607164","","10.1186/s40644-025-00950-5"
"41219783","A comprehensive narrative review on precision medicine approach to hypertension: exploring the role of genetics, epigenetics, microbiome, and artificial intelligence","Sami A, Ashraf R, Nisar S, Mustehsan ZH, Javed MA, Ozsahin DU, Waheed Y.","J Health Popul Nutr. 2025 Nov 11;44(1):394. doi: 10.1186/s41043-025-01058-z.","Sami A","J Health Popul Nutr","2025","2025/11/11","PMC12604297","","10.1186/s41043-025-01058-z"
"41219195","Learning from nature: phytochemical strategies to protect against UV-B damage","Bulut M, Tohge T, Chen W, Luo J, Wang Z, Huang X, Zhou M, Fernie AR.","Nat Commun. 2025 Nov 11;16(1):9927. doi: 10.1038/s41467-025-66135-7.","Bulut M","Nat Commun","2025","2025/11/11","PMC12606349","","10.1038/s41467-025-66135-7"
"41218614","Utilizing Machine Learning to Identify Predictors of Corticosteroid Discontinuation 1-Year After Adult Heart Transplant","Chen C, Jedeon Z, Jaiswal A, Baran DA, Etts K, Baker WL.","Pharmacotherapy. 2026 Jan;46(1):e70073. doi: 10.1002/phar.70073. Epub 2025 Nov 11.","Chen C","Pharmacotherapy","2026","2025/11/11","","","10.1002/phar.70073"
"41214870","The rise and potential opportunities of large language model agents in bioinformatics and biomedicine","Yang T, Xiao Y, Bao Z, Hao J, Peng J.","Brief Bioinform. 2025 Nov 1;26(6):bbaf601. doi: 10.1093/bib/bbaf601.","Yang T","Brief Bioinform","2025","2025/11/11","PMC12602188","","10.1093/bib/bbaf601"
"41208603","AI-Driven Omics for Smart Remediation of Heavy Metal Contaminated Soils","Gul I, Adil M, Lu H, Lu S, Li H, Liu F, Cao L, Han Z, Bashir S, Hussain MM, Daud M, Iqbal Y, Tao Y, Feng W.","Physiol Plant. 2025 Nov-Dec;177(6):e70611. doi: 10.1111/ppl.70611.","Gul I","Physiol Plant","2025","2025/11/10","","","10.1111/ppl.70611"
"41208408","Advancing Extracellular Vesicle Research: A Review of Systems Biology and Multiomics Perspectives","Kemunto G, Ghadami S, Dellinger K.","Proteomics. 2026 Feb;26(2-3):33-80. doi: 10.1002/pmic.70066. Epub 2025 Nov 10.","Kemunto G","Proteomics","2026","2025/11/10","PMC12976856","","10.1002/pmic.70066"
"41208283","Artificial intelligence in kidney disease and dialysis: from data mining to clinical impact","Neri L, Zhang H, Usvyat LA.","Curr Opin Nephrol Hypertens. 2026 Jan 1;35(1):30-35. doi: 10.1097/MNH.0000000000001132. Epub 2025 Nov 7.","Neri L","Curr Opin Nephrol Hypertens","2026","2025/11/10","","","10.1097/MNH.0000000000001132"
"41207945","Future Research Directions on Mycobacterium tuberculosis Proteins","Farnia P, Velayati AA, Ghanavi J, Farnia P.","Adv Exp Med Biol. 2026;1484:385-407. doi: 10.1007/978-3-031-96883-9_11.","Farnia P","Adv Exp Med Biol","2026","2025/11/09","","","10.1007/978-3-031-96883-9_11"
"41207936","Comprehensive Approaches to Protein Detection and Analysis in Mycobacterium tuberculosis","Farnia P, Velayati AA, Ghanavi J, Farnia P.","Adv Exp Med Biol. 2026;1484:33-60. doi: 10.1007/978-3-031-96883-9_2.","Farnia P","Adv Exp Med Biol","2026","2025/11/09","","","10.1007/978-3-031-96883-9_2"
"41206781","Emerging landscape of bioinformatics and artificial intelligence applications in cell-penetrating peptide-based delivery","Sun Y, Zhang M, Liu H, Wang H.","Expert Opin Drug Deliv. 2026 Mar;23(3):495-515. doi: 10.1080/17425247.2025.2587940. Epub 2025 Nov 14.","Sun Y","Expert Opin Drug Deliv","2026","2025/11/09","","","10.1080/17425247.2025.2587940"
"41206399","Big multiple sclerosis data network: novel modelling approaches for real-world data analysis","Trojano M, Iaffaldano P, Copetti M, Drahota J, Forsberg L, Mouresan EF, Pontieri L, Spelman T, Toschi N, Butzkueven H, Glaser A, Hillert J, Horakova D, Magyari M, Vukusic S, Lucisano G, Kalincik T.","J Neurol. 2025 Nov 8;272(12):754. doi: 10.1007/s00415-025-13439-9.","Trojano M","J Neurol","2025","2025/11/08","","","10.1007/s00415-025-13439-9"
"41206184","Supervised Machine Learning and Clinical Decision Support","Bukowiec LG, Lu Y.","Hand Clin. 2026 Feb;42(1):1-8. doi: 10.1016/j.hcl.2025.08.001. Epub 2025 Sep 4.","Bukowiec LG","Hand Clin","2026","2025/11/08","","","10.1016/j.hcl.2025.08.001"
