pmid,title,year,doi,cited_by_count,cluster,cluster_label,cluster_name,study_design,abstract
,an automated data verification approach for improving data quality in a clinical registry,2019,10.1016/j.cmpb.2019.01.012,0,12,"clinical, knowledge, support, decision, based","clinical, knowledge, support, decision, based",Other,
,a hospital wide predictive model for unplanned readmission using hierarchical icd data,2019,10.1016/j.cmpb.2019.02.007,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,deep learning and radiomics: the utility of google tensorflow™ inception in classifying clear cell renal cell carcinoma and oncocytoma on multiphasic ct,2019,10.1007/s00261-019-01929-0,0,20,"deep, learning, segmentation, risk, based","deep, learning, segmentation, risk, based",Other,
,eeg-based mild depression recognition using convolutional neural network,2019,10.1007/s11517-019-01959-2,0,11,"disease, using, alzheimer, network, deep","disease, using, alzheimer, network, deep",Other,
,machine-learning-based laboratory developed test for the diagnosis of sepsis in high-risk patients,2019,10.3390/diagnostics9010020,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,using natural language processing to extract clinically useful information from chinese electronic medical records,2019,10.1016/j.ijmedinf.2019.01.004,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,cerebellar resting-state functional connectivity in parkinson's disease and multiple system atrophy: characterization of abnormalities and potential for differential diagnosis at the single-patient level,2019,10.1016/j.nicl.2019.101720,0,11,"disease, using, alzheimer, network, deep","disease, using, alzheimer, network, deep",Other,
,"tweet classification toward twitter-based disease surveillance: new data, methods, and evaluations",2019,10.2196/12783,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,using machine learning models to predict oxygen saturation following ventilator support adjustment in critically ill children: a single center pilot study,2019,10.1371/journal.pone.0198921,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Implementation Study,
,machine learning models for predicting post-cystectomy recurrence and survival in bladder cancer patients,2019,10.1371/journal.pone.0210976,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,[impact of dvh outliers registered in knowledge-based planning on volumetric modulated arc therapy treatment planning for prostate cancer],2019,10.6009/jjrt.2019_jsrt_75.2.151,0,4,"radiotherapy, learning, planning, deep, cancer","radiotherapy, learning, planning, deep, cancer",Other,
,depletion of β3-adrenergic receptor induces left ventricular diastolic dysfunction via potential regulation of energy metabolism and cardiac contraction,2019,10.1016/j.gene.2019.02.038,0,6,"based, heart, failure, recognition, fusion","based, heart, failure, recognition, fusion",Other,
,proteome profiling of triple negative breast cancer cells overexpressing nod1 and nod2 receptors unveils molecular signatures of malignant cell proliferation,2019,10.1186/s12864-019-5523-6,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,comparing clinical judgment with the mysurgeryrisk algorithm for preoperative risk assessment: a pilot usability study,2019,10.1016/j.surg.2019.01.002,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Simulation / Human Factors Study,
,an epistemological problem for integration in ebm,2019,10.1111/jep.13109,0,12,"clinical, knowledge, support, decision, based","clinical, knowledge, support, decision, based",Other,
,data dissemination: shortening the long tail of traumatic brain injury dark data,2020,10.1089/neu.2018.6192,0,9,"data, big, healthcare, care, digital","data, big, healthcare, care, digital",Other,
,"how should ai be developed, validated, and implemented in patient care?",2019,10.1001/amajethics.2019.125,0,13,"artificial, ai, intelligence, based, clinical","artificial, ai, intelligence, based, clinical",Other,"Should an artificial intelligence (AI) program that appears to have a better success rate than human pathologists be used to replace or augment humans in detecting cancer cells? We argue that some concerns-the ""black-box"" problem (ie, the unknowability of how output is derived from input) and automation bias (overreliance on clinical decision support systems)-are not significant from a patient's perspective but that expertise in AI is required to properly evaluate test results. Hartford, Connecticut. Connecticut."
,are current tort liability doctrines adequate for addressing injury caused by ai?,2019,10.1001/amajethics.2019.160,0,13,"artificial, ai, intelligence, based, clinical","artificial, ai, intelligence, based, clinical",Other,"As capabilities of predictive algorithms improve, machine learning will become an important element of physician practice and patient care. Implementation of artificial intelligence (AI) raises complex legal questions regarding health care professionals' and technology manufacturers' liability, particularly if they cannot explain recommendations generated by AI technology. The limited literature on liability for innovation provides opportunities to consider possible implications of AI for medical malpractice and products liability and new legal solutions for addressing liability issues surrounding ""black-box"" medicine. Judicial Affairs in Chicago, Illinois. Ethical and Judicial Affairs in Chicago, Illinois, where he is also the legal editor for the AMA Journal of Ethics."
,direct automatic coronary calcium scoring in cardiac and chest ct,2019,10.1109/tmi.2019.2899534,0,7,"learning, deep, cardiac, intelligence, artificial","learning, deep, cardiac, intelligence, artificial",Other,
,integrated structural variation and point mutation signatures in cancer genomes using correlated topic models,2019,10.1371/journal.pcbi.1006799,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,using natural language processing and machine learning to classify health literacy from secure messages: the eclippse study,2019,10.1371/journal.pone.0212488,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,machine learning models for early sepsis recognition in the neonatal intensive care unit using readily available electronic health record data,2019,10.1371/journal.pone.0212665,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,predicting persistent depressive symptoms in older adults: a machine learning approach to personalised mental healthcare,2019,10.1016/j.jad.2018.12.095,0,11,"disease, using, alzheimer, network, deep","disease, using, alzheimer, network, deep",Other,
,prognostic value of ct myocardial perfusion imaging and ct-derived fractional flow reserve for major adverse cardiac events in patients with coronary artery disease,2019,10.1016/j.jcct.2019.02.005,0,7,"learning, deep, cardiac, intelligence, artificial","learning, deep, cardiac, intelligence, artificial",Other,
,the pan-cancer analysis of gain-of-functional mutations to identify the common oncogenic signatures in multiple cancers,2019,10.1016/j.gene.2019.02.039,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,variance reduction in neurosurgical practice: the case for analytics-driven decision support in the era of big data,2019,10.1016/j.wneu.2019.01.292,0,9,"data, big, healthcare, care, digital","data, big, healthcare, care, digital",Other,
,design characteristics of studies reporting the performance of artificial intelligence algorithms for diagnostic analysis of medical images: results from recently published papers,2019,10.3348/kjr.2019.0025,0,7,"learning, deep, cardiac, intelligence, artificial","learning, deep, cardiac, intelligence, artificial",Other,
,gait-based diplegia classification using lsmt networks,2019,10.1155/2019/3796898,0,17,"convolutional, neural, based, network, using","convolutional, neural, based, network, using",Other,
,contraceptive pharmacology and risk communication: a case-based flipped classroom exercise,2019,10.15766/mep_2374-8265.10790,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,mcn: a comprehensive corpus for medical concept normalization,2019,10.1016/j.jbi.2019.103132,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,deep learning for segmentation using an open large-scale dataset in 2d echocardiography,2019,10.1109/tmi.2019.2900516,0,7,"learning, deep, cardiac, intelligence, artificial","learning, deep, cardiac, intelligence, artificial",Other,
,deepcest: 9.4 t chemical exchange saturation transfer mri contrast predicted from 3 t data - a proof of concept study,2019,10.1002/mrm.27690,0,5,"learning, reconstruction, deep, mri, image","learning, reconstruction, deep, mri, image",Implementation Study,
,computer-aided diagnosis of pancreas serous cystic neoplasms: a radiomics method on preoperative mdct images,2019,10.1177/1533033818824339,0,16,"based, image, diagnosis, images, learning","based, image, diagnosis, images, learning",Other,
,machine learning accurately predicts short-term outcomes following open reduction and internal fixation of ankle fractures,2019,10.1053/j.jfas.2018.09.004,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,multiscale fine-grained heart rate variability analysis for recognizing the severity of hypertension,2019,10.1155/2019/4936179,0,7,"learning, deep, cardiac, intelligence, artificial","learning, deep, cardiac, intelligence, artificial",Other,
,advancing semantic interoperability of image annotations: automated conversion of non-standard image annotations in a commercial pacs to the annotation and image markup,2020,10.1007/s10278-019-00191-6,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,classification of background parenchymal uptake on molecular breast imaging using a convolutional neural network,2019,10.1200/cci.18.00133,0,20,"deep, learning, segmentation, risk, based","deep, learning, segmentation, risk, based",Other,
,automatic inference of bi-rads final assessment categories from narrative mammography report findings,2019,10.1016/j.jbi.2019.103137,0,20,"deep, learning, segmentation, risk, based","deep, learning, segmentation, risk, based",Other,
,differential long noncoding rnas expression in cancer-associated fibroblasts of non-small-cell lung cancer,2019,10.2217/pgs-2018-0102,0,14,"network, cell, human, rna, remodeling","network, cell, human, rna, remodeling",Other,
,assessing fluoroquinolone-associated aortic aneurysm and dissection: data mining of the public version of the fda adverse event reporting system,2019,10.1111/ijcp.13331,0,13,"artificial, ai, intelligence, based, clinical","artificial, ai, intelligence, based, clinical",Other,
,digital patient models based on bayesian networks for clinical treatment decision support,2019,10.1080/13645706.2019.1584572,0,13,"artificial, ai, intelligence, based, clinical","artificial, ai, intelligence, based, clinical",Other,
,deepbiowsd: effective deep neural word sense disambiguation of biomedical text data,2019,10.1093/jamia/ocy189,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,polar diversion: using general practice data to calculate risk of emergency department presentation at the time of consultation,2019,10.1055/s-0039-1678608,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,deep learning-based framework for in vivo identification of glioblastoma tumor using hyperspectral images of human brain,2019,10.3390/s19040920,0,8,"segmentation, deep, learning, detection, brain","segmentation, deep, learning, detection, brain",Other,
,the auto-eface: machine learning-enhanced program yields automated facial palsy assessment tool,2021,10.1097/prs.0000000000007572,0,17,"convolutional, neural, based, network, using","convolutional, neural, based, network, using",Other,
,uncovering the pharmacological mechanism of the effects of the banxia-xiakucao chinese herb pair on sleep disorder by a systems pharmacology approach,2020,10.1038/s41598-020-77431-1,0,1,"approach, vitro, fertilization, pharmacology, intelligence","approach, vitro, fertilization, pharmacology, intelligence",Other,
,using antibody arrays for biomarker discovery,2021,10.1007/978-1-0716-1064-0_20,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,renin angiotensin system genes are biomarkers for personalized treatment of acute myeloid leukemia with doxorubicin as well as etoposide,2020,10.1371/journal.pone.0242497,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,artificial intelligence to predict the brafv600e mutation in patients with thyroid cancer,2020,10.1371/journal.pone.0242806,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,evaluation of deep learning-based auto-segmentation algorithms for delineating clinical target volume and organs at risk involving data for 125 cervical cancer patients,2020,10.1002/acm2.13097,0,20,"deep, learning, segmentation, risk, based","deep, learning, segmentation, risk, based",Other,
,improving existing analysis pipeline to identify and analyze cancer driver genes using multi-omics data,2020,10.1038/s41598-020-77318-1,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,a genomic signature for accurate classification and prediction of clinical outcomes in cancer patients treated with immune checkpoint blockade immunotherapy,2020,10.1038/s41598-020-77653-3,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,automated diagnosis of various gastrointestinal lesions using a deep learning-based classification and retrieval framework with a large endoscopic database: model development and validation,2020,10.2196/18563,0,17,"convolutional, neural, based, network, using","convolutional, neural, based, network, using",Other,
,tp53-associated ion channel genes serve as prognostic predictor and therapeutic targets in head and neck squamous cell carcinoma,2020,10.1177/1533033820972344,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,estimating local cellular density in glioma using mr imaging data,2021,10.3174/ajnr.a6884,0,8,"segmentation, deep, learning, detection, brain","segmentation, deep, learning, detection, brain",Other,
,a deep learning diagnostic platform for diffuse large b-cell lymphoma with high accuracy across multiple hospitals,2020,10.1038/s41467-020-19817-3,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,multi-task autoencoder based classification-regression model for patient-specific vmat qa,2020,10.1088/1361-6560/abb31c,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,morphing projections: a new visual technique for fast and interactive large-scale analysis of biomedical datasets,2021,10.1093/bioinformatics/btaa989,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,the 2019 n2c2/ohnlp track on clinical semantic textual similarity: overview,2020,10.2196/23375,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,viral pneumonia screening on chest x-rays using confidence-aware anomaly detection,2021,10.1109/tmi.2020.3040950,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,distinct extracellular-matrix remodeling events precede symptoms of inflammation,2021,10.1016/j.matbio.2020.11.001,0,14,"network, cell, human, rna, remodeling","network, cell, human, rna, remodeling",Other,
,artificial intelligence-based image classification methods for diagnosis of skin cancer: challenges and opportunities,2020,10.1016/j.compbiomed.2020.104065,0,16,"based, image, diagnosis, images, learning","based, image, diagnosis, images, learning",Other,
,artificial intelligence in image reconstruction: the change is here,2020,10.1016/j.ejmp.2020.11.012,0,17,"convolutional, neural, based, network, using","convolutional, neural, based, network, using",Other,
,machine learning algorithm for early detection of end-stage renal disease,2020,10.1186/s12882-020-02093-0,0,16,"based, image, diagnosis, images, learning","based, image, diagnosis, images, learning",Other,
,prospectively assigned aast grade versus modified hinchey class and acute diverticulitis outcomes,2021,10.1016/j.jss.2020.10.016,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,a deep community based approach for large scale content based x-ray image retrieval,2021,10.1016/j.media.2020.101847,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,machine learning approaches classify clinical malaria outcomes based on haematological parameters,2020,10.1186/s12916-020-01823-3,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,deep learning with attention supervision for automated motion artefact detection in quality control of cardiac t1-mapping,2020,10.1016/j.artmed.2020.101955,0,7,"learning, deep, cardiac, intelligence, artificial","learning, deep, cardiac, intelligence, artificial",Other,
,autoencoded dna methylation data to predict breast cancer recurrence: machine learning models and gene-weight significance,2020,10.1016/j.artmed.2020.101976,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,a machine learning decision-making tool for extubation in intensive care unit patients,2021,10.1016/j.cmpb.2020.105869,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,evaluation of deep learning to augment image-guided radiotherapy for head and neck and prostate cancers,2020,10.1001/jamanetworkopen.2020.27426,0,4,"radiotherapy, learning, planning, deep, cancer","radiotherapy, learning, planning, deep, cancer",Other,
,transcriptional insights into pathogenesis of cutaneous systemic sclerosis using pathway driven meta-analysis assisted by machine learning methods,2020,10.1371/journal.pone.0242863,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Review Paper,
,meloxicam methyl group determines enzyme specificity for thiazole bioactivation compared to sudoxicam,2021,10.1016/j.toxlet.2020.11.015,0,3,"data, mining, based, healthcare, medicine","data, mining, based, healthcare, medicine",Other,
,clinical features for identifying the possibility of toileting independence after convalescent inpatient rehabilitation in severe stroke patients: a decision tree analysis based on a nationwide japan rehabilitation database,2021,10.1016/j.jstrokecerebrovasdis.2020.105483,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,[analysis of related factors between sudden sensorineural hearing loss and serum indices base on artificial intelligence and big data],2020,10.13201/j.issn.2096-7993.2020.11.004,0,9,"data, big, healthcare, care, digital","data, big, healthcare, care, digital",Other,
,comparison of convolutional neural network architectures and their influence on patient classification tasks relating to altered mental status,2020,10.1109/bibm49941.2020.9313156,0,11,"disease, using, alzheimer, network, deep","disease, using, alzheimer, network, deep",Other,
,shifting the paradigm: the dress-cov telegram bot as a tool for participatory medicine,2020,10.3390/ijerph17238786,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,explainability for artificial intelligence in healthcare: a multidisciplinary perspective,2020,10.1186/s12911-020-01332-6,0,13,"artificial, ai, intelligence, based, clinical","artificial, ai, intelligence, based, clinical",Other,
,fully‑automated deep‑learning segmentation of pediatric cardiovascular magnetic resonance of patients with complex congenital heart diseases,2020,10.1186/s12968-020-00678-0,0,7,"learning, deep, cardiac, intelligence, artificial","learning, deep, cardiac, intelligence, artificial",Other,
,association of exosomal micrornas in human ovarian follicular fluid with oocyte quality,2021,10.1016/j.bbrc.2020.11.058,0,14,"network, cell, human, rna, remodeling","network, cell, human, rna, remodeling",Other,
,an enhanced random forests approach to predict heart failure from small imbalanced gene expression data,2021,10.1109/tcbb.2020.3041527,0,6,"based, heart, failure, recognition, fusion","based, heart, failure, recognition, fusion",Other,
,interpretable deep learning systems for multi-class segmentation and classification of non-melanoma skin cancer,2021,10.1016/j.media.2020.101915,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,"development of a ""meta-model"" to address missing data, predict patient-specific cancer survival and provide a foundation for clinical decision support",2021,10.1093/jamia/ocaa254,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,aapm task group 264: the safe clinical implementation of mlc tracking in radiotherapy,2021,10.1002/mp.14625,0,4,"radiotherapy, learning, planning, deep, cancer","radiotherapy, learning, planning, deep, cancer",Other,
,secretome analysis of inductive signals for bm-msc transdifferentiation into salivary gland progenitors,2020,10.3390/ijms21239055,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,development of machine learning models to predict rt-pcr results for severe acute respiratory syndrome coronavirus 2 (sars-cov-2) in patients with influenza-like symptoms using only basic clinical data,2020,10.1186/s13049-020-00808-8,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,a highly heterogeneous mutational pattern in poems syndrome,2021,10.1038/s41375-020-01101-4,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,the human phenotype ontology in 2021,2021,10.1093/nar/gkaa1043,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,"multicentre, deep learning, synthetic-ct generation for ano-rectal mr-only radiotherapy treatment planning",2021,10.1016/j.radonc.2020.11.027,0,4,"radiotherapy, learning, planning, deep, cancer","radiotherapy, learning, planning, deep, cancer",Other,
,deep learning prediction of proton and photon dose distributions for paediatric abdominal tumours,2021,10.1016/j.radonc.2020.11.026,0,20,"deep, learning, segmentation, risk, based","deep, learning, segmentation, risk, based",Other,
,how does radiomics actually work? - review,2021,10.1055/a-1293-8953,0,2,"radiomics, radiogenomics, review, lung, cancer","radiomics, radiogenomics, review, lung, cancer",Other,
,machine learning identifies robust matrisome markers and regulatory mechanisms in cancer,2020,10.3390/ijms21228837,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,review and analysis of massively registered clinical trials of covid-19 using the text mining approach,2021,10.2174/1574887115666201202110919,0,3,"data, mining, based, healthcare, medicine","data, mining, based, healthcare, medicine",Trial (Unspecified),
,cognitive biomarker prioritization in alzheimer's disease using brain morphometric data,2020,10.1186/s12911-020-01339-z,0,11,"disease, using, alzheimer, network, deep","disease, using, alzheimer, network, deep",Other,
